"PriceList","CAT","SEL","Description","ItemId"
"CODE8X_AUG26_182319065en-US","ELE","CB600","Main circuit breaker - 3 pole, 600 amp","10244"
"CODE8X_AUG26_182319065en-US","ELE","CB800","Main circuit breaker - 3 pole, 800 amp","10244"
"CODE8X_AUG26_182319065en-US","ELE","CBGFI","Circuit breaker - bolt-on - ground-fault interrupter (GFI)","1873"
"CODE8X_AUG26_182319065en-US","ELE","CBUTTN-","Door bell/chime button (button only) - Standard grade","1900"
"CODE8X_AUG26_182319065en-US","ELE","CBUTTN+","Door bell/chime button (button only) - High grade","1900"
"CODE8X_AUG26_182319065en-US","ELE","CBUTTON","Door bell/chime button (button only)","1900"
"CODE8X_AUG26_182319065en-US","ELE","CBUTTV","Door bell/chime button - Wi-Fi video (button only)","1900"
"CODE8X_AUG26_182319065en-US","ELE","CBUTTW","Door bell/chime button - wireless (button only)","1900"
"CODE8X_AUG26_182319065en-US","ELE","CBUTTW-","Door bell/chime button- wireless (button only)- Std. grade","1900"
"CODE8X_AUG26_182319065en-US","ELE","CHIME","Door bell/chime","940"
"CODE8X_AUG26_182319065en-US","ELE","CHIME-","Door bell/chime - Standard grade","940"
"CODE8X_AUG26_182319065en-US","ELE","CHIME+","Door bell/chime - High grade","940"
"CODE8X_AUG26_182319065en-US","ELE","CHIME++","Door bell/chime - Premium grade","940"
"CODE8X_AUG26_182319065en-US","ELE","CHIMERS","Door bell/chime - Detach & reset","940"
"CODE8X_AUG26_182319065en-US","ELE","CHIMPRS","Door bell/chime - Programmable - Detach & reset","940"
"CODE8X_AUG26_182319065en-US","ELE","CHIMW","Door bell/chime - wireless","940"
"CODE8X_AUG26_182319065en-US","ELE","CHIMW-","Door bell/chime - wireless - Standard grade","940"
"CODE8X_AUG26_182319065en-US","ELE","CHIMW+","Door bell/chime - wireless - High grade","940"
"CODE8X_AUG26_182319065en-US","ELE","CHIMW++","Door bell/chime - wireless - Premium grade","940"
"CODE8X_AUG26_182319065en-US","ELE","CO","Carbon monoxide detector","879"
"CODE8X_AUG26_182319065en-US","ELE","CO-","Carbon monoxide detector - Standard grade","879"
"CODE8X_AUG26_182319065en-US","ELE","CO+","Carbon monoxide detector - High grade","879"
"CODE8X_AUG26_182319065en-US","ELE","CORS","Carbon monoxide detector - Detach & reset","879"
"CODE8X_AUG26_182319065en-US","ELE","COSM","Combination CO/Smoke detector","879"
"CODE8X_AUG26_182319065en-US","ELE","COSM-","Combination CO/Smoke detector - Standard grade","879"
"CODE8X_AUG26_182319065en-US","ELE","COSM+","Combination CO/Smoke detector - High grade","879"
"CODE8X_AUG26_182319065en-US","ELE","COSM++","Combo CO/Smoke detector - Premium grade (smart home comp.)","879"
"CODE8X_AUG26_182319065en-US","ELE","CSF","Commercial electrical (SF of bldg) - Average load","10273"
"CODE8X_AUG26_182319065en-US","ELE","CSF+","Commercial electrical (SF of bldg) - Heavy load","10273"
"CODE8X_AUG26_182319065en-US","ELE","CSF++","Commercial electrical (SF of bldg) - Extra heavy load","10273"
"CODE8X_AUG26_182319065en-US","ELE","DB1200","Distribution board - 1200 amp, without breakers","10245"
"CODE8X_AUG26_182319065en-US","ELE","DB2000","Distribution board - 2000 amp, without breakers","10245"
"CODE8X_AUG26_182319065en-US","ELE","DB400","Distribution board - 400 amp, without breakers","10245"
"CODE8X_AUG26_182319065en-US","ELE","DB600","Distribution board - 600 amp, without breakers","10245"
"CODE8X_AUG26_182319065en-US","ELE","DB800","Distribution board - 800 amp, without breakers","10245"
"CODE8X_AUG26_182319065en-US","ELE","DISC30","Disconnect box - 30 amp - non fused","10246"
"CODE8X_AUG26_182319065en-US","ELE","DISC60","Disconnect box - 60 amp - non fused","10246"
"CODE8X_AUG26_182319065en-US","ELE","DISCRS","Disconnect box - 30 to 60 amp - Detach & reset","10246"
"CODE8X_AUG26_182319065en-US","ELE","DROP","Electric power supply cable - secondary","10248"
"CODE8X_AUG26_182319065en-US","ELE","DS","Daylight sensor","10810"
"CODE8X_AUG26_182319065en-US","ELE","ECON","Equipment connections","10248"
"CODE8X_AUG26_182319065en-US","ELE","ECON>","Equipment connections - major","10248"
"CODE8X_AUG26_182319065en-US","ELE","EMT1","Electrical metallic tubing, (conduit) 1""","10270"
"CODE8X_AUG26_182319065en-US","ELE","EMT1.5","Electrical metallic tubing, (conduit) 1 1/2""","10270"
"CODE8X_AUG26_182319065en-US","ELE","EMT1/2","Electrical metallic tubing, (conduit) 1/2""","10270"
"CODE8X_AUG26_182319065en-US","ELE","EMT2","Electrical metallic tubing, (conduit) 2""","10270"
"CODE8X_AUG26_182319065en-US","ELE","EMT3","Electrical metallic tubing, (conduit) 3""","10270"
"CODE8X_AUG26_182319065en-US","ELE","EMT3/4","Electrical metallic tubing, (conduit) 3/4""","10270"
"CODE8X_AUG26_182319065en-US","ELE","EMT4","Electrical metallic tubing, (conduit) 4""","10270"
"CODE8X_AUG26_182319065en-US","ELE","EQW","Equipment wiring - Commercial","10273"
"CODE8X_AUG26_182319065en-US","ELE","FAN","Exhaust fan","1934"
"CODE8X_AUG26_182319065en-US","ELE","FAN-","Exhaust fan - Standard grade","1934"
"CODE8X_AUG26_182319065en-US","ELE","FAN+","Exhaust fan - High grade","1934"
"CODE8X_AUG26_182319065en-US","ELE","FAN++","Exhaust fan - Premium grade","1934"
"CODE8X_AUG26_182319065en-US","ELE","FANC","Exhaust fan - Commercial","1934"
"CODE8X_AUG26_182319065en-US","ELE","FANC>","Exhaust fan - Commercial - large","1934"
"CODE8X_AUG26_182319065en-US","ELE","FANRS","Exhaust fan - Detach & reset","1934"
"CODE8X_AUG26_182319065en-US","ELE","FLEX","Flexible metal conduit, 1/2"" to 1""","10270"
"CODE8X_AUG26_182319065en-US","ELE","GFI","Ground fault interrupter (GFI) outlet","1944"
"CODE8X_AUG26_182319065en-US","ELE","GFITR","Ground fault interrupter (GFI) outlet - tamper resistant","1944"
"CODE8X_AUG26_182319065en-US","ELE","GFITR+","Ground fault interrupter outlet - tamper resist.- High gr.","1944"
"CODE8X_AUG26_182319065en-US","ELE","GROD","Grounding rod - copper clad with clamp, 8'","10249"
"CODE8X_AUG26_182319065en-US","ELE","HNGR","Conduit hanger or support for 1/2""- 1 1/2"" conduit","10250"
"CODE8X_AUG26_182319065en-US","ELE","HNGR>","Conduit hanger or support for 2""- 4"" conduit","10250"
"CODE8X_AUG26_182319065en-US","ELE","HTAPE","Electric heat tape - for exposed water lines - mobile home","10270"
"CODE8X_AUG26_182319065en-US","ELE","HTAPERS","Electric heat tape - Detach & reset - mobile homes","10270"
"CODE8X_AUG26_182319065en-US","ELE","HTR5","Unit heater - 5kw","10251"
"CODE8X_AUG26_182319065en-US","ELE","HTRU","Under-cabinet / kickspace heater - electric","10810"
"CODE8X_AUG26_182319065en-US","ELE","HTRU>","Under-cabinet / kickspace heater - electric - Large","10810"
"MDSC8X_JUL26_4159029999en-US","ELE","IBB","Intersystem bonding bridge","10810"
"CODE8X_AUG26_182319065en-US","ELE","ICM","Intercom - Master station","1948"
"CODE8X_AUG26_182319065en-US","ELE","ICM-","Intercom - Master station - Standard grade","1948"
"CODE8X_AUG26_182319065en-US","ELE","ICM+","Intercom - Master station - High grade","1948"
"CODE8X_AUG26_182319065en-US","ELE","ICM++","Intercom - Master station - Premium grade","1948"
"CODE8X_AUG26_182319065en-US","ELE","ICMRS","Master intercom station - Detach & reset","1953"
"CODE8X_AUG26_182319065en-US","ELE","ICR","Intercom - Remote station","1953"
"CODE8X_AUG26_182319065en-US","ELE","ICR+","Intercom - Remote station - High grade","1953"
"CODE8X_AUG26_182319065en-US","ELE","ICRS","Intercom station - Detach & reset","1953"
"CODE8X_AUG26_182319065en-US","ELE","IPNLM","Isolation distribution main panel","10243"
"CODE8X_AUG26_182319065en-US","ELE","IPNLS","Isolation distribution secondary panel","10243"
"CODE8X_AUG26_182319065en-US","ELE","JBOX","Junction box","1956"
"CODE8X_AUG26_182319065en-US","ELE","LAB","Electrician - per hour","10256"
"CODE8X_AUG26_182319065en-US","ELE","LABL","Electrician - General Laborer - per hour","10256"
"CODE8X_AUG26_182319065en-US","ELE","LHN","Lighted house numbers","2864"
"CODE8X_AUG26_182319065en-US","ELE","LHN+","Lighted house numbers - High grade","2864"
"CODE8X_AUG26_182319065en-US","ELE","LHNRS","Lighted house numbers - Detach & reset","10810"
"CODE8X_AUG26_182319065en-US","ELE","LV","Phone / low voltage copper wiring","10271"
"CODE8X_AUG26_182319065en-US","ELE","LV>","Phone / low voltage copper wiring - heavy gauge","10271"
"CODE8X_AUG26_182319065en-US","ELE","LVB","Exterior low voltage box","1956"
"CODE8X_AUG26_182319065en-US","ELE","MAST","Meter mast for overhead power - 2"" conduit","1962"
"CODE8X_AUG26_182319065en-US","ELE","MAST<","Meter mast for overhead power - up to 1 1/2"" conduit","1962"
"CODE8X_AUG26_182319065en-US","ELE","MAST>","Meter mast for overhead power - 2 1/2"" conduit","1964"
"CODE8X_AUG26_182319065en-US","ELE","MAST>>","Meter mast for overhead power - 3"" conduit","1964"
"CODE8X_AUG26_182319065en-US","ELE","MASTRS","Meter mast for overhead power - Detach & reset","1964"
"CODE8X_AUG26_182319065en-US","ELE","MASTW","Meter mast weatherhead for overhead power - 2""","1962"
"CODE8X_AUG26_182319065en-US","ELE","MASTW<","Meter mast weatherhead for overhead power - up to 1 1/2""","1962"
"CODE8X_AUG26_182319065en-US","ELE","MASTW>","Meter mast weatherhead for overhead power - 2 1/2""","1964"
"CODE8X_AUG26_182319065en-US","ELE","MASTW>>","Meter mast weatherhead for overhead power - 3""","1964"
"MDSC8X_JUL26_4159029999en-US","ELE","MBR","Meter mast bracing kit for roof","10248"
"CODE8X_AUG26_182319065en-US","ELE","MCC","Motor control center - 600 amp","10252"
"CODE8X_AUG26_182319065en-US","ELE","MCC<","Motor control center - 225 amp","10252"
"CODE8X_AUG26_182319065en-US","ELE","MCC4","Motor control center - 400 amp","10252"
"CODE8X_AUG26_182319065en-US","ELE","MCONT","Magnetic contactor - 3 pole - up to 50 hp rating","10253"
"CODE8X_AUG26_182319065en-US","ELE","MEG","Megohmmeter check electrical circuits - average residence","10253"
"CODE8X_AUG26_182319065en-US","ELE","MEG<","Megohmmeter check electrical circuits - single circuit","10253"
"CODE8X_AUG26_182319065en-US","ELE","METB","Meter base - 200 amp","1966"
"CODE8X_AUG26_182319065en-US","ELE","METB<","Meter base - 100 to 125 amp","1968"
"CODE8X_AUG26_182319065en-US","ELE","METB>","Meter base - 250 to 320 amp","1970"
"CODE8X_AUG26_182319065en-US","ELE","METB>>","Meter base - 400 to 2000 amp","1972"
"CODE8X_AUG26_182319065en-US","ELE","METR","Meter base and main disconnect - 200 amp","1966"
"CODE8X_AUG26_182319065en-US","ELE","METR<","Meter base and main disconnect - 100 to 125 amp","1968"
"CODE8X_AUG26_182319065en-US","ELE","METR>","Meter base and main disconnect - 250 to 320 amp","1970"
"CODE8X_AUG26_182319065en-US","ELE","METR>>","Meter base and main disconnect - 400 to 2000 amp","1972"
"CODE8X_AUG26_182319065en-US","ELE","METRRS","Meter base and main disconnect - Detach & reset","1972"
"CODE8X_AUG26_182319065en-US","ELE","MN","Electrical - Labor Minimum","10254"
"CODE8X_AUG26_182319065en-US","ELE","NAILP","Nail plate","10250"
"CODE8X_AUG26_182319065en-US","ELE","NAILP>","Nail plate - Large","10250"
"CODE8X_AUG26_182319065en-US","ELE","OCSC","Occupancy sensor - ceiling/wall mounted","10810"
"CODE8X_AUG26_182319065en-US","ELE","OCSC-","Occupancy sensor - ceiling/wall mounted - Standard grade","10810"
"CODE8X_AUG26_182319065en-US","ELE","OCSC+","Occupancy sensor - ceiling/wall mounted - High grade","10810"
"CODE8X_AUG26_182319065en-US","ELE","OCSCRS","Occupancy sensor - ceiling/wall mounted - Detach & reset","10810"
"CODE8X_AUG26_182319065en-US","ELE","OCSS","Occupancy sensor - switch","835"
"CODE8X_AUG26_182319065en-US","ELE","OCSS-","Occupancy sensor - switch - Standard grade","835"
"CODE8X_AUG26_182319065en-US","ELE","OCSS+","Occupancy sensor - switch - High grade","835"
"CODE8X_AUG26_182319065en-US","ELE","OHCC","Overhead crane (power - conductor bar system)","10270"
"CODE8X_AUG26_182319065en-US","ELE","OL","Phone, TV, or speaker outlet","846"
"CODE8X_AUG26_182319065en-US","ELE","OL220","220 volt outlet","1974"
"CODE8X_AUG26_182319065en-US","ELE","OL220+","220 volt outlet - Heavy duty","1974"
"CODE8X_AUG26_182319065en-US","ELE","OL220CV","220 volt outlet cover","858"
"CODE8X_AUG26_182319065en-US","ELE","OL220RS","220 volt outlet - Detach & reset","1974"
"CODE8X_AUG26_182319065en-US","ELE","OLR","Phone/low voltage outlet rough-in","846"
"CODE8X_AUG26_182319065en-US","ELE","OLRS","Phone, TV, or speaker outlet - Detach & reset","846"
"CODE8X_AUG26_182319065en-US","ELE","OS","Outlet","858"
"CODE8X_AUG26_182319065en-US","ELE","OS+","Outlet - High grade","858"
"CODE8X_AUG26_182319065en-US","ELE","OSBOX","Outlet box - includes 4 connectors and plaster ring","1977"
"CODE8X_AUG26_182319065en-US","ELE","OSC","Outlet or switch - ext. mtd. - Commercial (weatherproof)","846"
"CODE8X_AUG26_182319065en-US","ELE","OSCOV","Outlet or switch cover","858"
"CODE8X_AUG26_182319065en-US","ELE","OSCOV+","Outlet or switch cover - High grade","858"
"CODE8X_AUG26_182319065en-US","ELE","OSCOVD","Outlet or switch cover - Double","858"
"CODE8X_AUG26_182319065en-US","ELE","OSCOVD+","Outlet or switch cover - Double - High grade","858"
"CODE8X_AUG26_182319065en-US","ELE","OSDIM","Dimmer switch","846"
"CODE8X_AUG26_182319065en-US","ELE","OSDIM+","Dimmer switch - High grade","846"
"CODE8X_AUG26_182319065en-US","ELE","OSF","Outlet - Floor mounted - brass w/cover - double - 20 amp","858"
"CODE8X_AUG26_182319065en-US","ELE","OSFR","Outlet - Floor mounted - round brass w/cover - single","858"
"CODE8X_AUG26_182319065en-US","ELE","OSKEY","Switch - key locking","835"
"CODE8X_AUG26_182319065en-US","ELE","OSRS","Outlet or switch - Detach & reset","846"
"CODE8X_AUG26_182319065en-US","ELE","OSS","Switch","835"
"CODE8X_AUG26_182319065en-US","ELE","OSS+","Switch - High grade","835"
"CODE8X_AUG26_182319065en-US","ELE","OSS3","Switch - 3 way","835"
"CODE8X_AUG26_182319065en-US","ELE","OSS3+","Switch - 3 way - High grade","835"
"CODE8X_AUG26_182319065en-US","ELE","OSS4","Switch - 4 way","835"
"CODE8X_AUG26_182319065en-US","ELE","OSS4+","Switch - 4 way - High grade","835"
"CODE8X_AUG26_182319065en-US","ELE","OSSD","Door jamb switch (open-on / close-off)","10264"
"CODE8X_AUG26_182319065en-US","ELE","OSSH","Humidity sensor / fan control switch","835"
"CODE8X_AUG26_182319065en-US","ELE","OSTIME","Timer switch","846"
"CODE8X_AUG26_182319065en-US","ELE","OSTIME+","Timer switch - programmable","846"
"CODE8X_AUG26_182319065en-US","ELE","OSTR","Outlet - tamper resistant","858"
"CODE8X_AUG26_182319065en-US","ELE","OSTR+","Outlet - tamper resistant - High grade","858"
"CODE8X_AUG26_182319065en-US","ELE","OSTRC","Outlet - tamper resistant - Commercial","858"
"CODE8X_AUG26_182319065en-US","ELE","OSTRNL","Outlet - tamper resistant w/night light","858"
"CODE8X_AUG26_182319065en-US","ELE","PB100","Panelboard - 120/240, 100 amp, single phase (per circuit)","1858"
"CODE8X_AUG26_182319065en-US","ELE","PB100+","Panelboard - 120/208, 100 amp, three phase (per circuit)","1858"
"CODE8X_AUG26_182319065en-US","ELE","PB100++","Panelboard - 277/480, 100 amp, three phase (per circuit)","1858"
"CODE8X_AUG26_182319065en-US","ELE","PB225","Panelboard - 120/240, 225 amp, single phase (per circuit)","1862"
"CODE8X_AUG26_182319065en-US","ELE","PB225+","Panelboard - 120/208, 225 amp, three phase (per circuit)","1862"
"CODE8X_AUG26_182319065en-US","ELE","PB225++","Panelboard - 277/480, 225 amp, three phase (per circuit)","1862"
"CODE8X_AUG26_182319065en-US","ELE","PB400","Panelboard - 120/240, 400 amp, single phase (per circuit)","10245"
"CODE8X_AUG26_182319065en-US","ELE","PB400+","Panelboard - 120/208, 400 amp, three phase (per circuit)","10245"
"CODE8X_AUG26_182319065en-US","ELE","PB400++","Panelboard - 277/480, 400 amp, three phase (per circuit)","10245"
"CODE8X_AUG26_182319065en-US","ELE","PB600+","Panelboard - 120/208, 600 amp, three phase (per circuit)","10245"
"CODE8X_AUG26_182319065en-US","ELE","PB600++","Panelboard - 277/480, 600 amp, three phase (per circuit)","10245"
"CODE8X_AUG26_182319065en-US","ELE","PBRS","Panelboard - Detach & reset (per circuit)","1858"
"CODE8X_AUG26_182319065en-US","ELE","PDB","Electrical (Paid Bill)","10810"
"CODE8X_AUG26_182319065en-US","ELE","PLBOX","Pull box for 3/4""-2"" conduit - with 2 connectors and plate","10250"
"CODE8X_AUG26_182319065en-US","ELE","PLBOX>","Pull box for 2""- 4"" conduit - with 2 connectors and plate","10250"
"CODE8X_AUG26_182319065en-US","ELE","PVC1","PVC schedule 40 conduit, 1""","10270"
"CODE8X_AUG26_182319065en-US","ELE","PVC1.25","PVC schedule 40 conduit, 1 1/4""","10270"
"CODE8X_AUG26_182319065en-US","ELE","PVC1.5","PVC schedule 40 conduit, 1 1/2""","10270"
"CODE8X_AUG26_182319065en-US","ELE","PVC1/2","PVC schedule 40 conduit, 1/2""","10270"
"CODE8X_AUG26_182319065en-US","ELE","PVC2","PVC schedule 40 conduit, 2""","10270"
"CODE8X_AUG26_182319065en-US","ELE","PVC2.5","PVC schedule 40 conduit, 2 1/2""","10270"
"CODE8X_AUG26_182319065en-US","ELE","PVC3","PVC schedule 40 conduit, 3""","10270"
"CODE8X_AUG26_182319065en-US","ELE","PVC3/4","PVC schedule 40 conduit, 3/4""","10270"
"CODE8X_AUG26_182319065en-US","ELE","PVC4","PVC schedule 40 conduit, 4""","10270"
"CODE8X_AUG26_182319065en-US","ELE","RACE","Raceway - cable tray - basket type","10270"
"CODE8X_AUG26_182319065en-US","ELE","RACE>","Raceway - cable tray, 32"" wide - heavy duty","10270"
"CODE8X_AUG26_182319065en-US","ELE","RADIANT","Radiant heat - wiring only","1991"
"CODE8X_AUG26_182319065en-US","ELE","RADMAT","Radiant heat - wire mat","1991"
"CODE8X_AUG26_182319065en-US","ELE","RC1","Rigid conduit, 1""","10270"
"CODE8X_AUG26_182319065en-US","ELE","RC1/2","Rigid conduit, 1/2""","10270"
"CODE8X_AUG26_182319065en-US","ELE","RC1-1/2","Rigid conduit, 1 1/2""","10270"
"CODE8X_AUG26_182319065en-US","ELE","RC1-1/4","Rigid conduit, 1 1/4""","10270"
"CODE8X_AUG26_182319065en-US","ELE","RC2","Rigid conduit, 2""","10270"
"CODE8X_AUG26_182319065en-US","ELE","RC2-1/2","Rigid conduit, 2 1/2""","10270"
"CODE8X_AUG26_182319065en-US","ELE","RC3","Rigid conduit, 3""","10270"
"CODE8X_AUG26_182319065en-US","ELE","RC3/4","Rigid conduit, 3/4""","10270"
"CODE8X_AUG26_182319065en-US","ELE","RC3-1/2","Rigid conduit, 3 1/2""","10270"
"CODE8X_AUG26_182319065en-US","ELE","RC4","Rigid conduit, 4""","10270"
"CODE8X_AUG26_182319065en-US","ELE","REWIRC","Rewire\wire - avg. residence - boxes & wiring with conduit","3460"
"CODE8X_AUG26_182319065en-US","ELE","REWIRE","Rewire\wire - avg. residence - boxes & wiring","3460"
"CODE8X_AUG26_182319065en-US","ELE","REWIRMC","Rewire\wire - avg. residence - boxes & metal clad wiring","3460"
"CODE8X_AUG26_182319065en-US","ELE","ROUGH","Empty conduit runs for future use","10270"
"CODE8X_AUG26_182319065en-US","ELE","ROUGHAV","Rough-in for audio/visual (per RM)","10258"
"CODE8X_AUG26_182319065en-US","ELE","SB1200","Switchboard (main disconnect) - 1200 amp, up to 600 volt","10257"
"CODE8X_AUG26_182319065en-US","ELE","SB2000","Switchboard (main disconnect) - 2000 amp, up to 600 volt","10257"
"CODE8X_AUG26_182319065en-US","ELE","SB400","Switchboard (main disconnect) - 400 amp, up to 600 volt","10257"
"CODE8X_AUG26_182319065en-US","ELE","SB4000","Switchboard (main disconnect) - 4000 amp, up to 600 volt","10257"
"CODE8X_AUG26_182319065en-US","ELE","SB600","Switchboard (main disconnect) - 600 amp, up to 600 volt","10257"
"CODE8X_AUG26_182319065en-US","ELE","SB800","Switchboard (main disconnect) - 800 amp, up to 600 volt","10257"
"CODE8X_AUG26_182319065en-US","ELE","SBRS","Switchboard - Detach & reset","10257"
"CODE8X_AUG26_182319065en-US","ELE","SECC","Security system - contact w/wire (per opening)","2003"
"CODE8X_AUG26_182319065en-US","ELE","SECC+","Security system - contact w/wire (per opening)- High grade","2003"
"CODE8X_AUG26_182319065en-US","ELE","SECK","Security system - key pad","2006"
